alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
Eye Guy,Armodrillo,Particularite,Zantron,7,8,5,Riskite,Krypton,5,4,10,Upchuck
Upchuck,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Ultimate Echo Echo
Ultimate Wildmutt,Fasttrack,Respondite,Pandora,10,7,7,Totalite,Vortis,9,10,8,Upgrade
Chamalien,Ultimate Way Big,Storeite,Solaris,5,9,7,Taxite,Talos IV,7,6,9,Glitch Ben
Shock Rock,Snare-oh,Everite,Alpha Centauri,7,5,8,Particularite,Tierra Nova,5,8,5,Frankenstrike
Jetpack Alien,Ditto,Simpleite,Epsilon Eridani,7,10,10,Maybeite,Krypton,7,4,10,Ultimate Cannonbolt
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,7,10,Actite,Rylos,10,4,7,Humungousaur
Chamalien,AmpFibian,Sourceite,Vega,7,7,5,Valueite,Zantron,7,4,5,Frankenstrike
Glitch Ben,Swampfire,Storeite,Rylos,5,6,10,Actite,Hala,10,4,7,Humungousaur
Brainstorm,Terraspin,Somebodyite,Rylos,9,7,7,Aite,Orion Nebula,10,6,7,Wildmutt
Upgrade,Big Chill,Minuteite,Nebulon,10,10,8,Sourceite,Vortis,9,5,8,The Worst
Upchuck,Jetray,Middleite,Altair IV,5,8,10,Groundite,Krypton,9,8,8,Jetray
Glitch Ben,Chamalien,Sourceite,Vortis,8,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Kickin Hawk,Grey Matter,Dealite,Hala,8,7,5,Groundite,Epsilon Eridani,5,8,5,Ditto
Rath,Toepick,Loseite,Beta Hydri,8,10,9,Simpleite,Vulcan,6,6,6,Ultimate Echo Echo
Snare-oh,Ultimate Cannonbolt,Indeedite,Tau Ceti,10,9,6,Programite,Zygara,8,8,9,Ultimate Echo Echo
Upgrade,Gravattack,Dealite,Zygara,9,7,6,Sendite,Nebulon,5,7,9,Jetray
Fasttrack,Ditto,Workite,Hala,5,7,10,Oilite,Vega,8,4,8,Ultimate Swampfire
Blitzwolfer,Feedback,Darkite,Vulcan,10,6,7,Maybeite,Nebulon,7,6,9,Jetray
Alien X,Ultimate Big Chill,Chanceite,Nebulon,6,6,7,Herite,Altair IV,9,10,9,Ultimate Big Chill
AmpFibian,NRG,Ontoite,Nexus Prime,6,4,9,Groundite,Krypton,7,8,6,Humungousaur
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Grey Matter
Alien X,Bloxx,Workite,Zygara,9,10,7,Whereite,Xandar,7,6,9,Ultimate Way Big
Feedback,Ball Weevil,Togetherite,Xandar,9,4,8,Everite,Vega,9,10,10,Overflow
Slapback,Fasttrack,Mostite,Epsilon Eridani,9,5,6,Dealite,Ego the Living Planet,9,6,10,Ultimate Swampfire
Stinkfly,Gutrot,Receiveite,Tierra Nova,5,7,5,Greenite,Sirius,9,10,10,Overflow
XLR8,Eatle,Littleite,Vega,7,4,6,Valueite,Orion Nebula,5,7,5,Eatle
Toepick,Toepick,Bestite,Solaris,7,6,7,Whereite,Hala,7,6,9,Terraspin
XLR8,Ditto,Loseite,Vortis,7,5,8,Norite,Nebulon,8,4,5,AmpFibian
Astrodactyl,Bloxx,Cellite,Hala,7,8,10,Actite,Alpha Centauri,5,4,6,NRG
Astrodactyl,Big Chill,Threeite,Kratos IV,9,7,5,Sourceite,Vortis,9,5,10,Gravattack
Blitzwolfer,Toepick,Electionite,Orion Nebula,9,6,7,Whereite,Xandar,7,6,9,Toepick
Alien X,Ultimate Big Chill,Programite,Kratos IV,9,7,9,Centuryite,Tierra Nova,9,10,10,Ultimate Swampfire
Wildmutt,Chamalien,Dealite,Vega,10,4,5,Aite,Vulcan,5,8,5,Blitzwolfer
Goop,Ultimate Swampfire,Indeedite,Sirius,9,10,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Ghostfreak,Ultimate Swampfire,Eastite,Sirius,6,4,5,Earlyite,Tierra Nova,9,10,10,Wildmutt
The Worst,Whampire,Mostite,Ego the Living Planet,9,6,6,Herite,Sirius,10,10,9,Ultimate Big Chill
Wildvine,Gravattack,Evidenceite,Omega Centauri,9,4,10,Minuteite,Xandar,6,6,9,Ultimate Spidermonkey
Slapback,Whampire,Whereite,Xandar,9,6,9,Workite,Zygara,7,8,7,Pesky Dust
Ultimate Wildmutt,Upchuck,Aite,Altair IV,10,9,9,Townite,Tau Ceti,8,9,8,Four Arms
Overflow,Big Chill,Minuteite,Nebulon,10,7,10,Sourceite,Vortis,9,5,8,Big Chill
Brainstorm,Ultimate Echo Echo,Somebodyite,Xenon,10,7,7,Mostite,Orion Nebula,10,6,7,Terraspin
Slapback,AmpFibian,Colorite,Vega,5,5,6,Articleite,Zantron,5,8,5,AmpFibian
AmpFibian,Ultimate Gravattack,Decideite,Solaris,10,9,10,Threeite,Solaris,8,4,6,Ultimate Echo Echo
Brainstorm,Jury Rigg,Individualite,Hala,7,7,8,Agentite,Vega,10,4,7,Astrodactyl
Grey Matter,Ultimate Swampfire,Maybeite,Andromeda Prime,9,10,6,Togetherite,Nebulon,9,10,10,Ultimate Swampfire
Spidermonkey,Armodrillo,Actionite,Vega,7,7,7,Mostite,Vulcan,10,6,7,Hot Shot
Cannonbolt,Big Chill,Minuteite,Pandora,10,10,10,Sourceite,Altair IV,9,5,8,Ultimate Swampfire
Ultimate Swampfire,Cannonbolt,Agentite,Pandora,9,10,6,Herite,Sirius,9,10,6,Blitzwolfer
Alien X,Ultimate Big Chill,Mostite,Ego the Living Planet,9,5,6,Ontoite,Vulcan,9,10,9,Ultimate Big Chill
Ripjaws,Big Chill,Yardite,Qonos,6,6,5,Personite,Beta Hydri,7,8,10,Gravattack
Ultimate Spidermonkey,Bloxx,Simpleite,Nebulon,7,7,6,Alsoite,Orion Nebula,7,4,10,Whampire
Toepick,Snare-oh,Articleite,Hala,9,4,5,Whereite,Hala,8,4,6,Atomix
Rath,Eatle,Littleite,Beta Hydri,7,5,8,Valueite,Vulcan,5,7,5,Ultimate Echo Echo
Jetray,The Worst,Cellite,Krypton,8,4,5,Workite,Tierra Nova,8,5,10,Grey Matter
Feedback,Fasttrack,Greenite,Vega,8,4,5,Decideite,Tierra Nova,8,8,10,Atomix
Brainstorm,Snare-oh,Actionite,Xenon,7,7,7,Particularite,Vulcan,10,6,7,Snare-oh
Diamondhead,Fasttrack,Actionite,Talos IV,7,6,6,Threeite,Solaris,7,6,9,Mole-Stache
Ultimate Echo Echo,Whampire,Personite,Xandar,7,6,7,Threeite,Xandar,6,6,9,Pesky Dust
The Worst,Upgrade,Addite,Omega Centauri,7,4,5,Aite,Kratos IV,6,4,8,Gravattack
Way Big,AmpFibian,Sendite,Beta Hydri,8,4,9,Threeite,Krypton,7,8,9,Goop
Blitzwolfer,Toepick,Storeite,Talos IV,9,6,7,Whereite,Xandar,7,6,9,Ultimate Echo Echo
Diamondhead,Ultimate Echo Echo,Threeite,Vortis,8,9,8,Agentite,Hala,7,6,9,Snare-oh
Swampfire,Ball Weevil,Alsoite,Tierra Nova,10,10,10,Decideite,Epsilon Eridani,9,10,10,Jury Rigg
Atomix,Toepick,Evidenceite,Epsilon Eridani,10,6,10,Storeite,Vulcan,10,4,9,Ghostfreak
Ultimate Echo Echo,Wildmutt,Dealite,Hala,5,8,10,Norite,Rylos,7,4,6,Toepick
Kickin Hawk,Ultimate Cannonbolt,Minuteite,Talos IV,10,10,10,Sourceite,Vortis,9,5,8,Cannonbolt
Spidermonkey,Pesky Dust,Storeite,Solaris,10,8,10,Particularlyite,Nebulon,7,4,5,Ball Weevil
Ultimate Cannonbolt,Glitch Ben,Actionite,Xandar,10,7,8,Maybeite,Qonos,9,5,5,Diamondhead
Hot Shot,Ultimate Way Big,Simpleite,Solaris,6,6,7,Threeite,Hala,7,6,9,Toepick
Stinkfly,Ultimate Way Big,Totalite,Orion Nebula,10,8,7,Agentite,Zygara,7,4,6,Ultimate Way Big
Crashhopper,Gravattack,Storeite,Tau Ceti,8,4,6,Workite,Epsilon Eridani,9,6,9,Mole-Stache
Big Chill,Eatle,Withoutite,Kratos IV,7,5,8,Valueite,Zantron,5,7,5,Eatle
Four Arms,Jury Rigg,Littleite,Solaris,7,7,9,Norite,Kratos IV,6,7,6,Ditto
Ultimate Humungousaur,Jetpack Alien,Respondite,Vulcan,10,9,9,Decideite,Vega,8,9,8,Ultimate Cannonbolt
Glitch Ben,Chamalien,Sourceite,Vortis,8,5,8,Articleite,Alpha Centauri,5,7,5,Chamalien
Overflow,Armodrillo,Particularite,Nebulon,10,10,5,Sendite,Solaris,7,4,8,Ultimate Echo Echo
Jetray,Ultimate Swampfire,Indeedite,Ego the Living Planet,9,10,6,Centuryite,Sirius,9,10,10,Ultimate Swampfire
Shock Rock,Heatblast,Middleite,Kratos IV,10,9,5,Townite,Epsilon Eridani,9,10,10,Slapback
Shocksquatch,Cannonbolt,Agentite,Omega Centauri,9,6,6,Leaderite,Zygara,7,6,9,Goop
The Worst,Walkatrout,Withoutite,Epsilon Eridani,10,10,5,Programite,Tierra Nova,9,10,10,NRG
Stinkfly,Cannonbolt,Everite,Altair IV,8,9,5,Minuteite,Tierra Nova,6,7,10,Pesky Dust
Ultimate Big Chill,Big Chill,Minuteite,Nebulon,10,10,8,Sourceite,Vortis,9,5,8,Big Chill
Jury Rigg,Snare-oh,Whereite,Zygara,9,6,6,Greenite,Nebulon,6,6,7,Ultimate Cannonbolt
Hot Shot,Fasttrack,Programite,Omega Centauri,9,6,6,Dealite,Nebulon,9,10,7,NRG
Bloxx,Ultimate Way Big,Threeite,Rylos,8,8,10,Discussionite,Rylos,6,4,5,Armodrillo
Way Big,Shocksquatch,Girlite,Tau Ceti,7,8,6,Thusite,Kratos IV,7,6,5,Ultimate Humungousaur
Jetray,Ultimate Swampfire,Totalite,Tau Ceti,7,10,5,Electionite,Beta Hydri,7,8,10,Echo Echo
XLR8,Ultimate Way Big,Simpleite,Hala,5,8,7,Dealite,Krypton,7,6,9,Ditto
Goop,Heatblast,Maybeite,Vega,7,7,8,Sourceite,Kratos IV,9,5,5,XLR8
Kickin Hawk,Ultimate Spidermonkey,Totalite,Xandar,9,4,8,Articleite,Kratos IV,9,4,10,Fasttrack
Snare-oh,Cannonbolt,Loseite,Tierra Nova,7,4,8,Chanceite,Altair IV,5,8,5,Chamalien
Brainstorm,Four Arms,Somebodyite,Rylos,7,4,6,Mostite,Orion Nebula,10,6,7,AmpFibian
Ultimate Echo Echo,Way Big,Individualite,Epsilon Eridani,5,4,6,Ontoite,Krypton,7,4,6,Slapback
Gax,Eatle,Girlite,Xenon,7,4,6,Valueite,Orion Nebula,5,7,5,Lodestar
Gravattack,Ultimate Gravattack,Taxite,Solaris,5,9,5,Norite,Alpha Centauri,8,4,6,Ultimate Spidermonkey
Ultimate Echo Echo,Lodestar,Dealite,Tau Ceti,8,10,6,Withoutite,Xandar,7,8,10,Brainstorm
Ditto,Terraspin,Electionite,Hala,7,4,6,Workite,Talos IV,7,6,9,Toepick
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Decideite,Tau Ceti,8,9,8,Jetpack Alien
Jetray,Ditto,Taxite,Vega,5,7,5,Formite,Solaris,7,8,6,Ditto
Feedback,Blitzwolfer,Middleite,Krypton,7,7,5,Decideite,Epsilon Eridani,9,4,10,Four Arms
Slapback,Whampire,Programite,Solaris,9,10,6,Minuteite,Altair IV,9,10,10,Ultimate Big Chill
Atomix,Big Chill,Personite,Nebulon,10,7,5,Toughite,Vortis,9,5,8,Big Chill
Astrodactyl,Ditto,Withoutite,Vega,5,8,8,Earlyite,Krypton,8,8,5,Goop
Atomix,Overflow,Centuryite,Nebulon,9,10,10,Evidenceite,Epsilon Eridani,9,4,8,Atomix
Big Chill,Chamalien,Sourceite,Vortis,8,5,8,Articleite,Sirius,5,4,5,Glitch Ben
Kickin Hawk,Ultimate Spidermonkey,Whereite,Ego the Living Planet,7,7,6,Discussionite,Zantron,9,8,5,Jetray
Chromastone,Snare-oh,Greenite,Rylos,7,10,10,Aite,Orion Nebula,10,4,7,Snare-oh
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Diamondhead,Ultimate Gravattack,Riskite,Beta Hydri,7,5,8,Receiveite,Alpha Centauri,9,4,7,Astrodactyl
Humungousaur,Terraspin,Actionite,Rylos,7,6,7,Aite,Vulcan,10,6,7,Astrodactyl
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Upgrade,Big Chill,Minuteite,Nebulon,10,7,8,Sourceite,Vortis,9,5,8,Cannonbolt
XLR8,Gravattack,Dealite,Vega,8,7,6,Personite,Vega,5,7,5,Crashhopper
Walkatrout,Jetray,Taxite,Tierra Nova,8,9,5,Workite,Epsilon Eridani,8,9,8,Overflow
AmpFibian,Way Big,Particularite,Zantron,6,8,9,Chanceite,Tierra Nova,7,8,10,XLR8
Shock Rock,Snare-oh,Ontoite,Hala,7,6,6,Groundite,Kratos IV,7,6,7,NRG
Upchuck,Ultimate Echo Echo,Actionite,Solaris,7,7,8,Thusite,Orion Nebula,5,6,10,Terraspin
Lodestar,Ultimate Spidermonkey,Indeedite,Sirius,7,10,10,Threeite,Rylos,10,10,7,Ultimate Swampfire
Slapback,Ultimate Echo Echo,Riskite,Ego the Living Planet,9,8,6,Norite,Beta Hydri,9,6,7,Ultimate Swampfire
Chamalien,Walkatrout,Loseite,Tierra Nova,8,4,5,Groundite,Alpha Centauri,5,4,5,NRG
Toepick,AmpFibian,Withoutite,Sirius,6,9,9,Girlite,Xandar,6,8,10,Ditto
Toepick,Ultimate Big Chill,Mostite,Omega Centauri,9,6,6,Minuteite,Sirius,9,10,9,Ultimate Humungousaur
Blitzwolfer,Toepick,Personite,Orion Nebula,9,6,6,Riskite,Xandar,7,6,9,Toepick
Big Chill,Ultimate Cannonbolt,Seaite,Solaris,5,7,8,Groundite,Altair IV,8,4,6,AmpFibian
Walkatrout,Fasttrack,Faceite,Epsilon Eridani,10,9,6,Townite,Solaris,8,9,9,Ultimate Echo Echo
Feedback,Whampire,Eastite,Sirius,9,4,10,Personite,Sirius,9,10,6,Gravattack
Gax,Ultimate Way Big,Everite,Epsilon Eridani,9,9,9,Programite,Hala,8,8,9,Blitzwolfer
Ultimate Wildmutt,Grey Matter,Taxite,Altair IV,10,9,5,Townite,Rylos,8,9,8,Jetpack Alien
Glitch Ben,Snare-oh,Withoutite,Vortis,7,7,6,Everite,Orion Nebula,5,7,5,Eatle
Snare-oh,Terraspin,Greenite,Hala,5,4,8,Alsoite,Vulcan,5,6,7,Alien X
Kickin Hawk,XLR8,Chanceite,Xandar,7,10,7,Dealite,Altair IV,9,6,8,Ultimate Wildmutt
Crashhopper,Way Big,Norite,Zantron,8,4,9,Formite,Tierra Nova,7,8,10,Ball Weevil
Eatle,Blitzwolfer,Girlite,Hala,9,7,10,Totalite,Vortis,9,6,9,Jury Rigg
Humungousaur,Ultimate Gravattack,Lateite,Hala,5,8,10,Actite,Rylos,10,4,7,Jury Rigg
Jetray,Jury Rigg,Evidenceite,Andromeda Prime,9,5,5,Totalite,Vega,9,5,10,Slapback
Jetray,Four Arms,Faceite,Vega,6,7,6,Aite,Nebulon,5,8,6,Snare-oh
Mole-Stache,Whampire,Seaite,Kratos IV,7,7,8,Greenite,Nebulon,9,10,10,Ultimate Swampfire
Overflow,Big Chill,Minuteite,Nebulon,9,7,8,Sourceite,Vortis,9,5,8,Big Chill
Jetray,Way Big,Dealite,Epsilon Eridani,7,8,9,Formite,Tierra Nova,7,8,10,NRG
Frankenstrike,Way Big,Mostite,Solaris,10,9,10,Withoutite,Tierra Nova,8,8,5,Humungousaur
Shock Rock,Terraspin,Greenite,Epsilon Eridani,10,7,6,Agentite,Rylos,6,6,7,Terraspin
Clockwork,Ultimate Big Chill,Greenite,Qonos,9,6,7,Centuryite,Xandar,9,10,9,Big Chill
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Grey Matter
Atomix,Glitch Ben,Particularlyite,Alpha Centauri,8,4,8,Electionite,Tierra Nova,8,7,5,Diamondhead
Big Chill,Eatle,Decideite,Vortis,7,5,9,Articleite,Zantron,5,7,5,Echo Echo
Terraspin,Toepick,Alsoite,Talos IV,6,6,7,Whereite,Hala,7,6,9,Toepick
Shock Rock,Eatle,Particularlyite,Zygara,7,4,6,Valueite,Orion Nebula,5,7,5,Bloxx
Toepick,Ultimate Swampfire,Alsoite,Sirius,9,6,6,Minuteite,Ego the Living Planet,9,10,9,Ultimate Big Chill
Ultimate Echo Echo,Way Big,Particularite,Tau Ceti,7,7,9,Formite,Tierra Nova,7,8,10,Jetray
Atomix,Four Arms,Programite,Pandora,6,7,10,Agentite,Nebulon,9,5,8,Grey Matter
Humungousaur,Armodrillo,Dealite,Ego the Living Planet,5,10,10,Maybeite,Nebulon,9,10,10,Lodestar
Spidermonkey,Gravattack,Lateite,Rylos,7,8,10,Actite,Rylos,10,7,7,Humungousaur
Way Big,Wildmutt,Norite,Tau Ceti,8,9,5,Decideite,Tierra Nova,8,8,6,Swampfire
Ball Weevil,Lodestar,Bestite,Krypton,7,8,9,Particularite,Krypton,6,6,10,The Worst
Fasttrack,Four Arms,Totalite,Epsilon Eridani,10,4,8,Receiveite,Solaris,7,4,6,AmpFibian
Jetray,Jetray,Workite,Altair IV,9,10,6,Leaderite,Nebulon,9,8,10,Ultimate Swampfire
Upgrade,Big Chill,Minuteite,Nebulon,9,10,5,Sourceite,Vortis,9,5,8,Big Chill
Goop,Ultimate Big Chill,Chanceite,Talos IV,9,10,8,Centuryite,Ego the Living Planet,9,10,8,Upchuck
Gravattack,Ultimate Gravattack,Yardite,Altair IV,5,4,5,Workite,Krypton,7,4,6,Way Big
Walkatrout,Ultimate Cannonbolt,Storeite,Orion Nebula,9,9,6,Aite,Nebulon,6,10,9,Slapback
Atomix,Whampire,Alsoite,Ego the Living Planet,9,10,10,Herite,Altair IV,9,10,10,Ultimate Swampfire
Jury Rigg,Four Arms,Decideite,Solaris,5,4,5,Toughite,Krypton,8,4,6,Humungousaur
Ghostfreak,Way Big,Respondite,Altair IV,10,9,5,Townite,Kratos IV,8,9,10,The Worst
Terraspin,Whampire,Personite,Omega Centauri,9,6,6,Whereite,Xandar,7,6,9,Heatblast
Terraspin,Ultimate Way Big,Programite,Tau Ceti,7,6,9,Formite,Xandar,6,4,9,Ultimate Way Big
Brainstorm,XLR8,Actionite,Ego the Living Planet,9,10,8,Mostite,Zantron,7,6,10,Ultimate Swampfire
Humungousaur,Ditto,Lateite,Hala,5,4,5,Actite,Hala,7,4,7,Upchuck
Stinkfly,Ultimate Way Big,Workite,Krypton,6,9,5,Sendite,Hala,7,4,6,Grey Matter
XLR8,Overflow,Spaceite,Beta Hydri,7,5,8,Dealite,Altair IV,5,10,10,Eye Guy
Swampfire,Ultimate Way Big,Particularite,Tierra Nova,7,8,9,Minuteite,Tierra Nova,6,8,6,Upchuck
Ultimate Humungousaur,Ultimate Swampfire,Alsoite,Epsilon Eridani,9,10,8,Greenite,Sirius,9,10,9,Ultimate Swampfire
Ghostfreak,Four Arms,Togetherite,Altair IV,7,10,6,Ontoite,Rylos,6,4,8,Snare-oh
Goop,Echo Echo,Personite,Tierra Nova,6,6,5,Articleite,Hala,8,4,6,Ultimate Echo Echo
Hot Shot,Heatblast,Simpleite,Ego the Living Planet,9,4,7,Sendite,Krypton,9,10,8,Ultimate Way Big
Upgrade,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
AmpFibian,Feedback,Decideite,Xandar,7,4,8,Workite,Epsilon Eridani,7,8,10,Ultimate Humungousaur
Way Big,Jetray,Evidenceite,Ego the Living Planet,10,5,5,Centuryite,Nebulon,9,10,10,Big Chill
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Fasttrack,Armodrillo,Greenite,Vega,7,4,10,Spaceite,Alpha Centauri,7,4,5,Armodrillo
Diamondhead,Lodestar,Acrossite,Epsilon Eridani,9,6,6,Discussionite,Ego the Living Planet,8,5,10,Ultimate Humungousaur
Kickin Hawk,Chamalien,Evidenceite,Vega,9,5,8,Articleite,Alpha Centauri,5,4,5,Glitch Ben
Ultimate Wildmutt,Four Arms,Aite,Altair IV,9,9,5,Togetherite,Epsilon Eridani,8,9,9,Jetpack Alien
Astrodactyl,Swampfire,Valueite,Nebulon,6,8,5,Cellite,Krypton,9,10,6,Snare-oh
Blitzwolfer,Terraspin,Withoutite,Alpha Centauri,5,6,10,Mostite,Xandar,10,6,7,Overflow
Crashhopper,Jetray,Withoutite,Hala,5,9,5,Cellite,Solaris,8,4,6,Ditto
Crashhopper,AmpFibian,Actionite,Tierra Nova,7,7,7,Electionite,Vulcan,5,10,10,Snare-oh
Upgrade,Big Chill,Minuteite,Nebulon,10,10,10,Sourceite,Vortis,9,5,8,Ultimate Swampfire
Jetray,AmpFibian,Simpleite,Tau Ceti,7,8,9,Formite,Tierra Nova,7,8,10,AmpFibian
Walkatrout,Jetpack Alien,Respondite,Vulcan,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Overflow,Big Chill,Minuteite,Nebulon,9,10,10,Sourceite,Vortis,9,5,8,Cannonbolt
Ultimate Echo Echo,Glitch Ben,Particularlyite,Xandar,7,8,6,Threeite,Krypton,7,8,6,AmpFibian
Ultimate Swampfire,Upchuck,Centuryite,Rylos,5,7,6,Norite,Nebulon,10,7,7,Ultimate Big Chill
Atomix,Wildmutt,Agentite,Zantron,8,9,5,Receiveite,Tierra Nova,8,8,10,Glitch Ben
Lodestar,Snare-oh,Maybeite,Zygara,9,7,8,Electionite,Krypton,7,10,5,Way Big
The Worst,Terraspin,Somebodyite,Rylos,7,7,6,Storeite,Talos IV,5,4,7,Four Arms
Crashhopper,Armodrillo,Oilite,Vega,7,4,8,Valueite,Epsilon Eridani,5,4,5,Chamalien
Eatle,Ultimate Swampfire,Middleite,Beta Hydri,6,7,6,Threeite,Solaris,5,4,5,Jury Rigg
Walkatrout,Wildmutt,Totalite,Vulcan,5,9,5,Threeite,Alpha Centauri,8,4,6,Way Big
Wildvine,Jetpack Alien,Totalite,Altair IV,5,9,5,Townite,Krypton,8,9,6,Jetpack Alien
Gax,Ultimate Way Big,Dealite,Altair IV,5,9,5,Threeite,Hala,8,4,6,Ultimate Way Big
Snare-oh,Ultimate Swampfire,Yardite,Beta Hydri,9,6,7,Whereite,Zygara,7,5,9,Upgrade
