alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
The Worst,Ultimate Swampfire,Sourceite,Vortis,5,8,7,Receiveite,Nebulon,6,10,10,Chamalien
Fasttrack,Chamalien,Particularite,Nexus Prime,9,10,10,Discussionite,Vortis,8,4,6,Astrodactyl
Water Hazard,Gax,Townite,Beta Hydri,9,5,8,Maybeite,Zantron,10,9,10,Ultimate Echo Echo
Jetray,Swampfire,Toughite,Nexus Prime,7,4,5,Totalite,Solaris,10,10,8,Ultimate Gravattack
Water Hazard,Cannonbolt,Seaite,Solaris,7,4,6,Girlite,Ego the Living Planet,10,10,9,Alien X
Slapback,Chamalien,Workite,Tierra Nova,10,5,9,Workite,Tierra Nova,5,8,9,Ultimate Big Chill
Slapback,Swampfire,Lateite,Vega,9,4,6,Mostite,Vortis,9,4,10,Gravattack
Blitzwolfer,AmpFibian,Togetherite,Vega,9,7,7,Actite,Kratos IV,7,4,6,Toepick
Wildvine,Gutrot,Townite,Zantron,9,5,10,Girlite,Omega Centauri,5,10,7,Wildvine
Lodestar,Jetray,Taxite,Vega,10,10,10,Herite,Rylos,5,8,7,Terraspin
Four Arms,Ultimate Way Big,Decideite,Omega Centauri,8,10,10,Threeite,Krypton,9,7,9,Rath
Alien X,Big Chill,Eastite,Orion Nebula,5,6,5,Sourceite,Krypton,10,6,9,Ultimate Humungousaur
Eye Guy,Wildvine,Aite,Beta Hydri,10,5,9,Withoutite,Nebulon,5,4,10,Four Arms
Gravattack,Jetpack Alien,Whereite,Orion Nebula,8,8,7,Sourceite,Epsilon Eridani,8,8,7,Terraspin
The Worst,Jetpack Alien,Alsoite,Xandar,5,7,5,Taxite,Altair IV,5,8,5,Ultimate Big Chill
Alien X,Swampfire,Respondite,Tau Ceti,8,6,10,Cellite,Sirius,5,4,5,Upchuck
Goop,Snare-oh,Dealite,Orion Nebula,9,8,6,Spaceite,Vulcan,9,5,7,Cannonbolt
Mole-Stache,Toepick,Individualite,Ego the Living Planet,7,6,5,Aite,Krypton,7,4,10,Humungousaur
Alien X,Whampire,Colorite,Tierra Nova,7,8,9,Centuryite,Ego the Living Planet,6,10,6,Ultimate Big Chill
Big Chill,Ultimate Swampfire,Withoutite,Sirius,9,10,8,Receiveite,Ego the Living Planet,9,4,10,Clockwork
Stinkfly,Eatle,Eastite,Solaris,6,6,9,Valueite,Krypton,8,5,10,Ditto
Wildmutt,Cannonbolt,Everite,Alpha Centauri,5,5,8,Centuryite,Ego the Living Planet,8,4,5,Upgrade
Atomix,AmpFibian,Articleite,Rylos,5,9,8,Discussionite,Ego the Living Planet,9,6,10,Jury Rigg
Slapback,Terraspin,Dealite,Vega,5,8,8,Greenite,Krypton,10,4,9,Way Big
Pesky Dust,Overflow,Girlite,Hala,10,6,8,Minuteite,Zantron,9,5,10,Ultimate Big Chill
Astrodactyl,Ultimate Cannonbolt,Lateite,Krypton,10,4,5,Actite,Epsilon Eridani,8,7,8,Goop
Atomix,Ghostfreak,Workite,Orion Nebula,9,6,10,Minuteite,Zygara,7,4,6,Pesky Dust
Ditto,Overflow,Somebodyite,Talos IV,8,4,8,Receiveite,Zygara,6,9,10,Ultimate Big Chill
Frankenstrike,Ultimate Big Chill,Mostite,Vortis,9,9,8,Herite,Orion Nebula,10,4,9,Ditto
Alien X,Ultimate Gravattack,Actionite,Sirius,9,5,6,Workite,Vulcan,5,5,8,Slapback
Wildvine,Ultimate Spidermonkey,Ontoite,Rylos,9,5,8,Centuryite,Solaris,9,4,6,Upgrade
Gravattack,Ultimate Way Big,Respondite,Ego the Living Planet,9,4,6,Threeite,Alpha Centauri,9,5,9,Ultimate Echo Echo
Big Chill,Four Arms,Withoutite,Nebulon,7,6,6,Decideite,Rylos,7,8,5,Chamalien
Glitch Ben,Toepick,Riskite,Alpha Centauri,9,6,5,Whereite,Hala,10,4,8,Kickin Hawk
Ultimate Spidermonkey,Way Big,Candidateite,Omega Centauri,9,10,10,Greenite,Nebulon,7,10,5,Upgrade
Diamondhead,Snare-oh,Centuryite,Altair IV,9,5,6,Sourceite,Krypton,8,7,6,Ultimate Wildmutt
Spidermonkey,Gravattack,Girlite,Qonos,7,10,5,Earlyite,Krypton,9,6,8,Ultimate Spidermonkey
Ultimate Humungousaur,Ultimate Way Big,Formite,Krypton,8,6,8,Chanceite,Altair IV,5,7,9,Humungousaur
Chamalien,Goop,Alsoite,Vega,9,7,5,Darkite,Ego the Living Planet,8,4,5,Ultimate Gravattack
Upchuck,Ultimate Big Chill,Withoutite,Tau Ceti,10,5,7,Townite,Tau Ceti,5,4,6,Jetpack Alien
Snare-oh,Big Chill,Particularite,Pandora,6,6,6,Decideite,Hala,6,5,6,Chamalien
Big Chill,Snare-oh,Aite,Tau Ceti,8,8,5,Aite,Talos IV,5,6,8,Whampire
Kickin Hawk,Gravattack,Sourceite,Ego the Living Planet,9,10,8,Leaderite,Ego the Living Planet,9,4,7,Big Chill
The Worst,Ditto,Toughite,Altair IV,9,10,6,Mostite,Talos IV,10,8,9,Ghostfreak
Atomix,Gravattack,Oilite,Xandar,10,6,6,Greenite,Tierra Nova,10,10,7,Ultimate Big Chill
Terraspin,Big Chill,Mostite,Hala,7,10,9,Groundite,Sirius,5,7,6,Ultimate Wildmutt
XLR8,Whampire,Somebodyite,Ego the Living Planet,6,4,9,Riskite,Vega,6,4,10,Ghostfreak
Toepick,Lodestar,Minuteite,Vega,6,9,10,Electionite,Xandar,9,6,10,Pesky Dust
Slapback,Ultimate Way Big,Personite,Sirius,8,7,8,Sourceite,Epsilon Eridani,9,4,5,Swampfire
Brainstorm,Ultimate Way Big,Minuteite,Ego the Living Planet,8,4,10,Decideite,Epsilon Eridani,9,4,10,Crashhopper
Mole-Stache,Ultimate Swampfire,Sendite,Xandar,10,7,5,Centuryite,Alpha Centauri,10,7,7,Whampire
Big Chill,Ultimate Big Chill,Particularite,Altair IV,10,6,5,Respondite,Rylos,10,4,5,Big Chill
Bullfrag,AmpFibian,Sourceite,Beta Hydri,9,8,8,Actite,Solaris,7,4,9,Ultimate Cannonbolt
Upgrade,Snare-oh,Candidateite,Pandora,9,10,5,Particularite,Rylos,8,10,6,Humungousaur
Jetray,Snare-oh,Particularlyite,Talos IV,7,7,9,Townite,Krypton,8,4,5,Ultimate Cannonbolt
XLR8,Ultimate Spidermonkey,Particularlyite,Tau Ceti,9,7,7,Formite,Rylos,5,10,9,Ditto
Mole-Stache,Overflow,Alsoite,Solaris,10,9,9,Alsoite,Nebulon,10,6,9,Water Hazard
Frankenstrike,Ultimate Big Chill,Particularlyite,Vega,9,10,6,Actite,Altair IV,5,4,10,Glitch Ben
Jetray,Glitch Ben,Withoutite,Solaris,7,6,7,Herite,Rylos,9,4,9,Snare-oh
Cannonbolt,Snare-oh,Acrossite,Xenon,5,5,10,Aite,Vega,8,8,5,Ultimate Echo Echo
Overflow,Toepick,Receiveite,Xandar,9,8,5,Sourceite,Vortis,9,6,8,Eatle
Big Chill,NRG,Particularite,Rylos,10,7,7,Withoutite,Tierra Nova,10,9,10,Upchuck
Glitch Ben,AmpFibian,Somebodyite,Ego the Living Planet,10,4,10,Discussionite,Kratos IV,8,10,5,Astrodactyl
Swampfire,Ball Weevil,Somebodyite,Vortis,9,6,10,Minuteite,Zygara,9,10,5,Ball Weevil
Glitch Ben,Ditto,Toughite,Zantron,9,8,6,Agentite,Krypton,9,4,5,Humungousaur
XLR8,Overflow,Withoutite,Beta Hydri,9,7,5,Centuryite,Rylos,7,10,6,Big Chill
Ultimate Big Chill,Glitch Ben,Aite,Zantron,9,6,8,Cellite,Solaris,5,9,5,Upchuck
Shock Rock,Four Arms,Taxite,Vega,9,4,10,Valueite,Rylos,5,4,9,Ultimate Big Chill
AmpFibian,Wildmutt,Sourceite,Vega,5,5,9,Decideite,Epsilon Eridani,8,4,10,Big Chill
Shock Rock,Wildmutt,Taxite,Vega,5,7,6,Threeite,Epsilon Eridani,7,7,6,Humungousaur
Mole-Stache,Jetpack Alien,Herite,Rylos,5,9,10,Actite,Ego the Living Planet,9,5,7,Whampire
Bullfrag,XLR8,Alsoite,Zantron,9,4,9,Minuteite,Solaris,6,10,6,Pesky Dust
Swampfire,Ultimate Swampfire,Sourceite,Tierra Nova,9,9,10,Candidateite,Zantron,6,4,9,Ultimate Gravattack
Glitch Ben,Heatblast,Earlyite,Rylos,6,8,5,Sourceite,Alpha Centauri,5,7,10,Ultimate Echo Echo
Glitch Ben,Swampfire,Particularlyite,Altair IV,9,4,10,Mostite,Sirius,9,4,9,Ultimate Swampfire
Upchuck,Lodestar,Minuteite,Altair IV,9,10,5,Personite,Tierra Nova,8,9,6,Jetray
Stinkfly,Chamalien,Evidenceite,Talos IV,6,6,10,Cellite,Rylos,5,9,9,Snare-oh
Eatle,Armodrillo,Simpleite,Vulcan,5,4,8,Electionite,Krypton,5,6,5,Ultimate Cannonbolt
Fasttrack,Cannonbolt,Somebodyite,Ego the Living Planet,9,10,8,Receiveite,Ego the Living Planet,10,9,6,Ultimate Echo Echo
Crashhopper,Terraspin,Dealite,Altair IV,10,6,9,Discussionite,Tau Ceti,10,10,10,Big Chill
Wildvine,Feedback,Ontoite,Omega Centauri,10,8,10,Girlite,Rylos,8,6,10,Ball Weevil
Astrodactyl,Overflow,Colorite,Vega,10,8,10,Minuteite,Pandora,7,5,9,Fasttrack
Ultimate Humungousaur,Heatblast,Storeite,Vega,7,5,5,Whereite,Epsilon Eridani,5,7,5,Eatle
Upgrade,Chamalien,Programite,Altair IV,6,8,6,Articleite,Alpha Centauri,8,6,10,Eatle
XLR8,Upchuck,Withoutite,Epsilon Eridani,8,9,10,Particularlyite,Solaris,9,10,5,Pesky Dust
Ultimate Humungousaur,Eatle,Togetherite,Krypton,6,8,8,Valueite,Vulcan,8,5,10,Way Big
Terraspin,Jetpack Alien,Mostite,Vega,9,7,8,Agentite,Tau Ceti,9,7,9,Bloxx
Brainstorm,Ultimate Echo Echo,Particularlyite,Kratos IV,9,8,8,Leaderite,Altair IV,6,8,8,Upgrade
Blitzwolfer,Way Big,Greenite,Vulcan,6,7,8,Sendite,Nexus Prime,9,5,5,Terraspin
Lodestar,Eatle,Taxite,Ego the Living Planet,7,8,6,Valueite,Epsilon Eridani,6,4,7,Terraspin
Rath,Ultimate Big Chill,Cellite,Vega,5,6,10,Townite,Krypton,6,7,8,Terraspin
Ultimate Wildmutt,Ultimate Swampfire,Personite,Xandar,10,5,8,Centuryite,Vega,5,4,10,Ultimate Spidermonkey
Ultimate Big Chill,Terraspin,Yardite,Omega Centauri,8,6,6,Electionite,Alpha Centauri,9,10,5,Diamondhead
Ultimate Humungousaur,Heatblast,Colorite,Ego the Living Planet,8,5,6,Aite,Vortis,5,4,5,Upchuck
Swampfire,Armodrillo,Particularlyite,Alpha Centauri,9,5,8,Discussionite,Vega,8,8,7,Ditto
Shock Rock,Four Arms,Mostite,Ego the Living Planet,7,9,5,Threeite,Orion Nebula,7,4,9,Lodestar
XLR8,Ditto,Particularite,Vega,10,7,6,Agentite,Hala,10,7,9,Cannonbolt
Gravattack,Lodestar,Mostite,Vega,9,5,9,Articleite,Tau Ceti,5,6,5,Overflow
Ultimate Spidermonkey,Ultimate Big Chill,Growthite,Altair IV,10,5,6,Particularite,Xandar,8,4,9,Upgrade
Brainstorm,Overflow,Dealite,Hala,9,4,5,Minuteite,Tierra Nova,10,10,9,Ultimate Way Big
Terraspin,Gravattack,Whereite,Vega,9,7,9,Articleite,Rylos,8,7,7,Jetray
Big Chill,Swampfire,Programite,Nebulon,10,10,9,Simpleite,Tierra Nova,9,6,9,Ultimate Swampfire
Goop,Overflow,Dealite,Tierra Nova,5,4,10,Minuteite,Vortis,10,10,8,Slapback
Snare-oh,Ball Weevil,Faceite,Nebulon,8,6,5,Centuryite,Nebulon,7,10,7,Ultimate Wildmutt
Big Chill,Ultimate Gravattack,Yardite,Kratos IV,6,4,10,Earlyite,Altair IV,5,10,8,Wildmutt
Eye Guy,Ditto,Sourceite,Sirius,9,5,6,Agentite,Krypton,9,4,7,Swampfire
Chamalien,Jetray,Programite,Epsilon Eridani,6,5,10,Spaceite,Krypton,7,6,9,Frankenstrike
Upgrade,Gravattack,Simpleite,Alpha Centauri,10,10,7,Centuryite,Kratos IV,9,10,8,Chamalien
Ultimate Spidermonkey,XLR8,Loseite,Vortis,8,4,5,Minuteite,Vega,10,4,5,Goop
Toepick,Chamalien,Personite,Xenon,8,8,7,Herite,Vega,9,8,5,Way Big
Shocksquatch,Diamondhead,Yardite,Nexus Prime,9,5,8,Maybeite,Nebulon,9,9,5,Ultimate Swampfire
AmpFibian,Heatblast,Withoutite,Tau Ceti,6,7,7,Particularite,Krypton,7,4,6,Big Chill
XLR8,Chamalien,Workite,Altair IV,9,6,5,Actite,Vulcan,7,5,10,NRG
Frankenstrike,Eatle,Littleite,Vega,6,8,7,Valueite,Orion Nebula,5,7,7,Wildmutt
XLR8,Ultimate Gravattack,Somebodyite,Hala,7,6,6,Dealite,Vortis,8,4,8,Astrodactyl
XLR8,Swampfire,Workite,Vortis,9,6,9,Centuryite,Sirius,9,5,9,AmpFibian
Water Hazard,Ultimate Swampfire,Seaite,Rylos,10,5,9,Centuryite,Altair IV,5,4,10,Ultimate Swampfire
Humungousaur,Way Big,Personite,Rylos,7,10,8,Mostite,Nebulon,5,4,9,Way Big
Feedback,Goop,Herite,Hala,8,4,6,Formite,Solaris,9,6,9,Clockwork
Jetray,Overflow,Evidenceite,Xandar,9,6,8,Formite,Nebulon,9,10,5,Kickin Hawk
Ultimate Big Chill,Diamondhead,Aite,Hala,7,6,5,Maybeite,Rylos,10,4,9,Upgrade
Stinkfly,Chamalien,Centuryite,Epsilon Eridani,9,10,5,Withoutite,Nexus Prime,7,6,6,Ultimate Echo Echo
Jury Rigg,Terraspin,Simpleite,Vulcan,10,4,8,Candidateite,Nebulon,7,6,10,Ditto
Goop,AmpFibian,Girlite,Tau Ceti,7,10,8,Spaceite,Hala,10,4,7,Terraspin
Crashhopper,Bloxx,Colorite,Vega,5,6,6,Spaceite,Alpha Centauri,5,4,5,Glitch Ben
The Worst,Swampfire,Articleite,Vega,5,4,10,Electionite,Altair IV,5,6,5,Jetpack Alien
Ultimate Way Big,Ultimate Gravattack,Maybeite,Solaris,9,6,8,Cellite,Tierra Nova,8,8,10,Pesky Dust
Ripjaws,Fasttrack,Sendite,Xandar,10,4,6,Riskite,Krypton,8,4,10,Ultimate Cannonbolt
Pesky Dust,Big Chill,Faceite,Qonos,10,10,7,Sourceite,Hala,8,4,7,Four Arms
Glitch Ben,Chamalien,Simpleite,Zygara,9,4,5,Earlyite,Rylos,9,4,9,Four Arms
Pesky Dust,Ultimate Cannonbolt,Colorite,Tierra Nova,9,6,7,Spaceite,Alpha Centauri,5,10,8,Ultimate Big Chill
Terraspin,Snare-oh,Formite,Vega,5,7,5,Herite,Zantron,8,10,10,Terraspin
Crashhopper,Feedback,Particularlyite,Vortis,5,9,5,Centuryite,Tierra Nova,6,10,10,Astrodactyl
Spidermonkey,Jetray,Girlite,Kratos IV,8,5,6,Herite,Vortis,5,6,7,Ultimate Big Chill
Jetray,Way Big,Colorite,Xandar,7,5,9,Oilite,Alpha Centauri,8,6,9,Armodrillo
Slapback,Terraspin,Minuteite,Orion Nebula,10,10,9,Articleite,Hala,10,6,10,Glitch Ben
XLR8,Diamondhead,Electionite,Solaris,5,10,10,Evidenceite,Hala,9,6,10,The Worst
Ball Weevil,Wildvine,Totalite,Zantron,6,4,7,Electionite,Rylos,9,4,7,Big Chill
Crashhopper,Ultimate Cannonbolt,Agentite,Nexus Prime,8,8,5,Herite,Altair IV,10,8,7,Astrodactyl
Big Chill,AmpFibian,Nameite,Solaris,5,8,6,Discussionite,Alpha Centauri,6,4,10,Ultimate Way Big
Swampfire,XLR8,Yardite,Hala,9,4,7,Storeite,Ego the Living Planet,9,10,7,Ditto
Diamondhead,Way Big,Oilite,Pandora,8,7,5,Sendite,Vortis,10,8,10,Ultimate Way Big
The Worst,Ultimate Cannonbolt,Programite,Altair IV,10,6,7,Aite,Ego the Living Planet,8,10,8,Ultimate Way Big
Shocksquatch,Armodrillo,Everite,Beta Hydri,10,10,9,Articleite,Tierra Nova,8,8,5,Ultimate Swampfire
Astrodactyl,Whampire,Nameite,Ego the Living Planet,7,8,8,Greenite,Rylos,9,10,10,Ultimate Wildmutt
Feedback,Snare-oh,Programite,Omega Centauri,10,8,7,Decideite,Xandar,6,10,9,Snare-oh
Four Arms,Grey Matter,Bestite,Ego the Living Planet,9,8,9,Valueite,Tau Ceti,5,6,10,Four Arms
Blitzwolfer,Jetray,Greenite,Altair IV,6,4,10,Spaceite,Epsilon Eridani,8,5,8,Overflow
Alien X,Four Arms,Personite,Vortis,10,7,5,Whereite,Epsilon Eridani,9,8,10,Ultimate Way Big
The Worst,Ultimate Swampfire,Sourceite,Nebulon,7,6,6,Centuryite,Tierra Nova,8,4,8,Wildmutt
NRG,Snare-oh,Evidenceite,Altair IV,8,8,8,Aite,Orion Nebula,7,8,10,Lodestar
Upgrade,Terraspin,Girlite,Solaris,8,7,9,Programite,Zygara,9,5,7,Ultimate Spidermonkey
Ripjaws,Toepick,Alsoite,Zygara,7,5,9,Townite,Hala,5,7,6,Ultimate Swampfire
Slapback,Ultimate Way Big,Acrossite,Kratos IV,7,4,7,Groundite,Epsilon Eridani,10,6,7,Way Big
Eye Guy,Ditto,Herite,Tierra Nova,9,7,6,Agentite,Zantron,9,6,5,Ultimate Swampfire
AmpFibian,Ghostfreak,Workite,Zygara,7,8,5,Minuteite,Beta Hydri,9,4,10,Upgrade
Ultimate Echo Echo,Slapback,Darkite,Xenon,9,4,5,Electionite,Vega,5,6,7,Ultimate Way Big
Blitzwolfer,Wildmutt,Storeite,Hala,6,10,10,Valueite,Hala,5,5,10,Ultimate Cannonbolt
Ultimate Wildmutt,NRG,Respondite,Altair IV,7,7,5,Workite,Tau Ceti,8,4,9,Slapback
Toepick,Grey Matter,Greenite,Vega,7,10,10,Threeite,Orion Nebula,8,7,9,Goop
Blitzwolfer,Lodestar,Formite,Altair IV,6,7,7,Herite,Vulcan,8,6,5,Crashhopper
Fasttrack,Ultimate Big Chill,Somebodyite,Altair IV,7,8,6,Herite,Alpha Centauri,9,4,7,Goop
Shock Rock,Ultimate Big Chill,Whereite,Vega,7,4,5,Agentite,Sirius,10,4,10,NRG
NRG,Ultimate Swampfire,Minuteite,Xenon,5,4,6,Riskite,Alpha Centauri,6,9,8,Upchuck
Ultimate Spidermonkey,AmpFibian,Particularite,Altair IV,5,6,9,Herite,Tierra Nova,10,4,7,Four Arms
Upchuck,Terraspin,Minuteite,Alpha Centauri,10,4,7,Discussionite,Vortis,9,6,6,Glitch Ben
Humungousaur,Snare-oh,Earlyite,Rylos,10,5,8,Workite,Xandar,5,6,5,Frankenstrike
Toepick,AmpFibian,Colorite,Altair IV,7,4,7,Actite,Alpha Centauri,6,10,9,Bloxx
Jetpack Alien,Gravattack,Townite,Beta Hydri,9,7,6,Formite,Sirius,9,10,8,Gax
Upchuck,Way Big,Minuteite,Krypton,6,4,8,Articleite,Sirius,9,6,10,Toepick
Glitch Ben,Armodrillo,Minuteite,Vega,5,8,9,Discussionite,Xandar,9,4,6,Toepick
Ultimate Big Chill,Fasttrack,Growthite,Nebulon,8,6,5,Programite,Sirius,10,10,8,Ultimate Cannonbolt
Ultimate Wildmutt,Ultimate Big Chill,Respondite,Kratos IV,9,4,6,Spaceite,Alpha Centauri,6,10,7,Ultimate Echo Echo
Slapback,Snare-oh,Whereite,Talos IV,9,7,6,Sourceite,Rylos,7,9,9,Jetray
Grey Matter,XLR8,Chanceite,Omega Centauri,9,5,9,Storeite,Beta Hydri,9,4,5,Water Hazard
Slapback,Ultimate Way Big,Greenite,Krypton,5,6,9,Decideite,Epsilon Eridani,9,4,5,Four Arms
Big Chill,Jetray,Politicalite,Rylos,5,6,9,Ontoite,Solaris,8,6,5,AmpFibian
XLR8,Ultimate Spidermonkey,Faceite,Rylos,9,10,10,Totalite,Vortis,10,10,8,The Worst
Ultimate Echo Echo,Echo Echo,Loseite,Rylos,6,5,8,Riskite,Nebulon,9,7,6,Heatblast
Blitzwolfer,Big Chill,Respondite,Ego the Living Planet,5,10,6,Sourceite,Epsilon Eridani,5,5,8,Eatle
Upchuck,Ultimate Cannonbolt,Oilite,Alpha Centauri,9,7,5,Agentite,Krypton,8,10,10,Fasttrack
Mole-Stache,Way Big,Sendite,Altair IV,9,5,9,Leaderite,Solaris,8,4,10,Ultimate Spidermonkey
Snare-oh,Way Big,Sourceite,Alpha Centauri,6,10,8,Electionite,Altair IV,5,4,10,Shocksquatch
Gax,Wildmutt,Addite,Andromeda Prime,6,4,5,Chanceite,Orion Nebula,7,4,8,Ultimate Cannonbolt
Lodestar,Four Arms,Bestite,Zygara,9,6,5,Sourceite,Epsilon Eridani,7,4,5,Wildmutt
Upchuck,Snare-oh,Agentite,Vega,5,6,10,Aite,Epsilon Eridani,8,7,5,Armodrillo
Jetray,Way Big,Lateite,Zygara,10,8,6,Formite,Tau Ceti,6,10,10,Brainstorm
Ultimate Echo Echo,Blitzwolfer,Yardite,Sirius,9,4,6,Girlite,Ego the Living Planet,10,10,9,Wildvine
Blitzwolfer,Way Big,Personite,Kratos IV,6,4,8,Leaderite,Tau Ceti,7,4,10,Pesky Dust
Stinkfly,NRG,Girlite,Vega,7,4,10,Spaceite,Vulcan,9,9,8,Way Big
Clockwork,Ultimate Spidermonkey,Alsoite,Hala,9,4,5,Greenite,Altair IV,9,9,7,Ultimate Echo Echo
Ultimate Way Big,Ultimate Echo Echo,Everite,Hala,8,5,10,Mostite,Kratos IV,5,10,10,Crashhopper
Ultimate Echo Echo,XLR8,Everite,Altair IV,5,10,9,Storeite,Pandora,10,4,6,Big Chill
Big Chill,Gax,Faceite,Sirius,9,9,5,Storeite,Beta Hydri,6,10,6,The Worst
Water Hazard,Ultimate Swampfire,Seaite,Vortis,10,5,6,Centuryite,Ego the Living Planet,9,5,10,Upchuck
XLR8,Swampfire,Somebodyite,Orion Nebula,8,9,8,Discussionite,Rylos,6,4,5,Ditto
Fasttrack,Ultimate Gravattack,Faceite,Qonos,10,6,5,Actite,Orion Nebula,10,4,9,Gravattack
Diamondhead,Lodestar,Withoutite,Vega,9,10,5,Toughite,Nebulon,5,9,6,Diamondhead
Ultimate Swampfire,Upgrade,Dealite,Nebulon,7,7,9,Particularlyite,Nebulon,6,6,7,Eatle
AmpFibian,NRG,Girlite,Tau Ceti,9,4,9,Discussionite,Zantron,10,9,6,Brainstorm
Slapback,The Worst,Greenite,Vega,7,10,7,Electionite,Tau Ceti,5,4,10,XLR8
Jetray,Big Chill,Acrossite,Rylos,9,5,8,Whereite,Hala,5,7,9,Overflow
Ultimate Wildmutt,AmpFibian,Respondite,Talos IV,9,4,5,Articleite,Vortis,9,10,6,Ultimate Humungousaur
Swampfire,Ultimate Echo Echo,Simpleite,Sirius,5,5,8,Riskite,Tierra Nova,5,8,6,Ultimate Swampfire
Terraspin,Four Arms,Mostite,Rylos,9,6,5,Decideite,Krypton,5,8,5,Upchuck
Rath,Heatblast,Bestite,Krypton,7,9,6,Aite,Krypton,6,4,9,Way Big
Blitzwolfer,Bloxx,Indeedite,Sirius,7,8,5,Townite,Zantron,7,10,6,NRG
Snare-oh,Jetpack Alien,Individualite,Alpha Centauri,8,10,7,Aite,Xandar,7,9,9,Snare-oh
Whampire,Jetpack Alien,Respondite,Hala,5,8,6,Aite,Epsilon Eridani,6,4,7,Ultimate Echo Echo
The Worst,Four Arms,Politicalite,Ego the Living Planet,10,10,8,Whereite,Rylos,5,4,8,Diamondhead
Upchuck,Chamalien,Oilite,Krypton,5,10,5,Greenite,Krypton,5,4,5,Toepick
Walkatrout,Big Chill,Cellite,Vega,7,6,8,Groundite,Krypton,5,5,5,Four Arms
Astrodactyl,AmpFibian,Colorite,Orion Nebula,6,6,5,Workite,Vortis,10,6,7,Ball Weevil
Ultimate Swampfire,Swampfire,Earlyite,Zygara,5,8,10,Formite,Qonos,8,4,5,Glitch Ben
Gax,Fasttrack,Sourceite,Hala,5,6,5,Oilite,Vega,7,5,5,Jetpack Alien
Four Arms,Swampfire,Decideite,Vega,5,8,6,Candidateite,Nebulon,5,6,5,Frankenstrike
Upgrade,Snare-oh,Nameite,Alpha Centauri,7,6,6,Aite,Krypton,7,6,5,Ultimate Echo Echo
Eatle,Armodrillo,Sourceite,Vega,5,5,5,Taxite,Vulcan,9,4,8,Way Big
Big Chill,Swampfire,Darkite,Orion Nebula,7,8,5,Electionite,Rylos,10,6,9,Diamondhead
