alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
Upchuck,Ultimate Big Chill,Particularlyite,Altair IV,9,10,10,Herite,Krypton,9,10,10,Ultimate Big Chill
Blitzwolfer,Toepick,Storeite,Talos IV,9,7,6,Whereite,Xandar,7,6,9,Blitzwolfer
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Frankenstrike,Jetray,Earlyite,Beta Hydri,7,4,10,Dealite,Krypton,6,10,10,Fasttrack
Alien X,Ultimate Big Chill,Indeedite,Andromeda Prime,7,4,6,Herite,Krypton,9,10,10,Lodestar
Walkatrout,Wildmutt,Taxite,Vulcan,5,6,7,Chanceite,Epsilon Eridani,8,9,8,Wildmutt
Lodestar,Wildmutt,Cellite,Kratos IV,5,4,5,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Terraspin,Ultimate Way Big,Mostite,Talos IV,9,6,6,Threeite,Hala,8,10,9,Terraspin
Rath,Eatle,Bestite,Rylos,9,6,8,Valueite,Orion Nebula,5,7,5,Rath
Walkatrout,Ultimate Way Big,Taxite,Solaris,6,6,9,Threeite,Krypton,7,4,6,Slapback
Fasttrack,Ultimate Gravattack,Programite,Altair IV,9,10,6,Actite,Nebulon,10,10,5,Ultimate Spidermonkey
Crashhopper,Ultimate Big Chill,Colorite,Altair IV,9,10,9,Herite,Zantron,9,10,10,Upchuck
Four Arms,Big Chill,Decideite,Epsilon Eridani,8,10,10,Cellite,Pandora,9,7,6,Wildmutt
Alien X,Ultimate Big Chill,Indeedite,Andromeda Prime,7,8,6,Herite,Krypton,9,8,10,Lodestar
Slapback,Eatle,Personite,Tierra Nova,9,5,6,Valueite,Rylos,10,10,5,Gravattack
Frankenstrike,Eatle,Earlyite,Altair IV,9,10,10,Valueite,Krypton,5,10,5,Fasttrack
The Worst,Grey Matter,Candidateite,Vortis,6,9,6,Groundite,Hala,7,4,6,Ultimate Way Big
Way Big,Four Arms,Formite,Tierra Nova,7,7,10,Decideite,Orion Nebula,10,4,5,Snare-oh
Toepick,Big Chill,Respondite,Epsilon Eridani,10,5,10,Sourceite,Vortis,8,8,8,Wildmutt
Ultimate Humungousaur,Jetray,Centuryite,Tau Ceti,9,8,9,Dealite,Krypton,6,8,10,Lodestar
Four Arms,Wildmutt,Decideite,Vortis,10,7,8,Chanceite,Epsilon Eridani,5,4,5,Four Arms
Four Arms,Wildmutt,Decideite,Vega,7,4,8,Chanceite,Epsilon Eridani,8,6,9,Frankenstrike
Lodestar,Grey Matter,Candidateite,Solaris,6,8,6,Groundite,Hala,7,4,6,Ultimate Way Big
Rath,Eatle,Bestite,Vega,8,4,8,Valueite,Orion Nebula,5,4,5,Ultimate Cannonbolt
Overflow,Grey Matter,Receiveite,Epsilon Eridani,6,7,8,Sourceite,Vortis,7,5,8,Wildmutt
Lodestar,Ultimate Gravattack,Cellite,Krypton,9,8,10,Actite,Rylos,6,4,8,Lodestar
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,10,6,7,Threeite,Hala,9,10,9,Terraspin
Walkatrout,Ultimate Way Big,Taxite,Hala,8,10,9,Groundite,Alpha Centauri,8,4,6,Ditto
Lodestar,Grey Matter,Taxite,Vortis,9,8,6,Groundite,Krypton,7,4,6,Jury Rigg
Way Big,Four Arms,Somebodyite,Xenon,7,4,10,Decideite,Orion Nebula,10,4,7,Brainstorm
Lodestar,Grey Matter,Taxite,Vulcan,5,8,10,Groundite,Krypton,8,4,6,Slapback
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,6,Aite,Xandar,5,6,7,Frankenstrike
Rath,Eatle,Bestite,Zygara,9,10,6,Valueite,Orion Nebula,5,7,5,Rath
Blitzwolfer,Toepick,Storeite,Altair IV,9,5,6,Aite,Hala,8,6,7,Gravattack
Four Arms,Eatle,Decideite,Vega,8,4,8,Valueite,Epsilon Eridani,5,4,5,Glitch Ben
Alien X,Big Chill,Indeedite,Ego the Living Planet,9,8,6,Sourceite,Sirius,9,8,6,Lodestar
Lodestar,Grey Matter,Cellite,Orion Nebula,10,6,7,Groundite,Krypton,7,4,6,Terraspin
Ultimate Way Big,Goop,Threeite,Vega,7,4,6,Alsoite,Nebulon,9,10,7,Mole-Stache
Terraspin,Ultimate Way Big,Mostite,Tierra Nova,9,6,6,Agentite,Hala,9,10,9,Terraspin
Slapback,Ultimate Way Big,Personite,Hala,5,6,5,Threeite,Hala,8,10,9,Slapback
Ultimate Swampfire,Big Chill,Minuteite,Ego the Living Planet,9,8,10,Sourceite,Altair IV,9,5,6,Lodestar
NRG,Armodrillo,Earlyite,Vega,7,9,10,Cellite,Krypton,5,10,5,Fasttrack
Rath,Grey Matter,Bestite,Krypton,5,4,10,Groundite,Orion Nebula,10,4,6,Rath
Rath,Wildmutt,Bestite,Tierra Nova,5,7,5,Chanceite,Epsilon Eridani,8,4,6,Grey Matter
Walkatrout,Wildmutt,Decideite,Epsilon Eridani,8,9,9,Chanceite,Epsilon Eridani,8,6,10,Grey Matter
NRG,Ultimate Big Chill,Earlyite,Altair IV,9,4,10,Herite,Krypton,9,10,10,Fasttrack
Frankenstrike,Toepick,Actionite,Altair IV,10,7,5,Whereite,Xandar,8,6,7,Frankenstrike
Shock Rock,Eatle,Littleite,Rylos,7,10,10,Valueite,Orion Nebula,5,7,5,Eatle
Overflow,Big Chill,Togetherite,Krypton,7,7,6,Sourceite,Krypton,9,10,9,Overflow
Shock Rock,Eatle,Littleite,Rylos,7,4,6,Valueite,Orion Nebula,6,7,9,Overflow
Blitzwolfer,Toepick,Storeite,Talos IV,9,6,9,Whereite,Orion Nebula,10,6,7,Blitzwolfer
Gravattack,Wildmutt,Whereite,Vulcan,5,6,10,Chanceite,Talos IV,8,4,8,Wildmutt
Four Arms,Big Chill,Centuryite,Xandar,9,10,8,Dealite,Krypton,9,7,10,Lodestar
Slapback,Bloxx,Personite,Hala,9,5,8,Agentite,Hala,5,10,9,Slapback
Toepick,Heatblast,Whereite,Xandar,7,6,9,Ontoite,Tierra Nova,9,8,10,Toepick
Slapback,Eatle,Personite,Tierra Nova,9,5,8,Valueite,Orion Nebula,5,4,5,Gravattack
Ultimate Humungousaur,Big Chill,Togetherite,Tierra Nova,10,9,6,Sourceite,Vortis,9,10,9,Ultimate Humungousaur
Four Arms,Wildmutt,Decideite,Vega,7,4,8,Chanceite,Epsilon Eridani,7,6,9,Ultimate Cannonbolt
Overflow,Big Chill,Receiveite,Xandar,6,7,8,Sourceite,Vortis,9,8,10,Way Big
Slapback,Bloxx,Personite,Hala,9,6,6,Herite,Rylos,10,10,7,Gravattack
Frankenstrike,Jetray,Actionite,Krypton,10,4,8,Dealite,Krypton,9,10,10,Frankenstrike
Frankenstrike,Eatle,Actionite,Zygara,9,5,8,Valueite,Orion Nebula,5,9,5,Gravattack
Humungousaur,Ultimate Way Big,Lateite,Alpha Centauri,8,4,6,Threeite,Krypton,9,4,7,Humungousaur
Gravattack,Wildmutt,Greenite,Orion Nebula,7,4,5,Chanceite,Orion Nebula,8,4,6,Terraspin
Ultimate Humungousaur,Big Chill,Togetherite,Vega,10,4,6,Sourceite,Krypton,9,8,9,Lodestar
Frankenstrike,Snare-oh,Actionite,Rylos,7,7,7,Aite,Krypton,7,8,10,Way Big
Blitzwolfer,Wildmutt,Storeite,Talos IV,9,7,6,Chanceite,Epsilon Eridani,8,6,9,Gravattack
Astrodactyl,Ultimate Big Chill,Personite,Hala,8,8,6,Herite,Krypton,7,5,10,NRG
Four Arms,Wildmutt,Decideite,Xandar,10,9,8,Chanceite,Epsilon Eridani,8,6,9,Gravattack
Shock Rock,Eatle,Littleite,Vega,7,4,10,Valueite,Orion Nebula,5,4,5,Eatle
Frankenstrike,Eatle,Actionite,Vega,7,7,9,Valueite,Vulcan,5,6,7,Upchuck
Lodestar,Wildmutt,Cellite,Tierra Nova,7,4,10,Chanceite,Epsilon Eridani,8,6,8,Lodestar
Lodestar,Wildmutt,Cellite,Epsilon Eridani,8,7,9,Chanceite,Epsilon Eridani,8,6,10,Lodestar
Terraspin,Big Chill,Mostite,Tierra Nova,10,9,7,Sourceite,Sirius,9,10,9,Terraspin
Walkatrout,Grey Matter,Taxite,Vulcan,5,6,10,Groundite,Krypton,8,4,6,Grey Matter
Lodestar,Ultimate Way Big,Cellite,Solaris,6,8,10,Threeite,Hala,10,4,6,Ultimate Way Big
Shock Rock,Eatle,Littleite,Rylos,7,10,10,Valueite,Krypton,9,10,10,Ultimate Big Chill
Brainstorm,Terraspin,Somebodyite,Talos IV,10,6,7,Mostite,Rylos,10,4,7,Big Chill
Shock Rock,Eatle,Littleite,Beta Hydri,9,5,8,Valueite,Orion Nebula,5,10,5,Gravattack
Four Arms,Wildmutt,Decideite,Tierra Nova,8,4,8,Chanceite,Epsilon Eridani,8,4,6,Wildmutt
Alien X,Ultimate Way Big,Indeedite,Ego the Living Planet,9,8,6,Threeite,Krypton,9,5,10,Lodestar
Terraspin,Ultimate Way Big,Mostite,Pandora,9,7,10,Threeite,Vortis,9,5,8,Terraspin
NRG,Jetray,Earlyite,Beta Hydri,7,4,10,Dealite,Krypton,6,8,10,Lodestar
Slapback,Bloxx,Personite,Solaris,9,6,6,Agentite,Hala,10,10,6,Whampire
Lodestar,Ultimate Way Big,Cellite,Xenon,5,8,5,Threeite,Alpha Centauri,10,4,6,Terraspin
Frankenstrike,Snare-oh,Actionite,Vega,7,7,9,Aite,Vulcan,5,6,7,Frankenstrike
Ball Weevil,Wildmutt,Darkite,Tierra Nova,7,4,8,Chanceite,Epsilon Eridani,8,4,6,Ball Weevil
Shock Rock,Eatle,Littleite,Rylos,7,4,6,Valueite,Orion Nebula,5,7,10,Eatle
Ultimate Spidermonkey,Four Arms,Sendite,Nebulon,10,7,5,Decideite,Epsilon Eridani,8,4,5,Snare-oh
Way Big,Grey Matter,Formite,Tierra Nova,7,8,10,Groundite,Epsilon Eridani,8,4,6,Way Big
Shock Rock,Eatle,Littleite,Vega,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Terraspin,Ultimate Way Big,Mostite,Andromeda Prime,9,8,6,Sourceite,Krypton,9,10,9,Terraspin
Alien X,Ultimate Big Chill,Indeedite,Andromeda Prime,7,5,6,Herite,Krypton,9,10,10,Ultimate Big Chill
Humungousaur,Ultimate Gravattack,Lateite,Hala,8,6,6,Actite,Rylos,10,4,7,Ultimate Way Big
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Rath,Eatle,Bestite,Vega,8,4,8,Valueite,Orion Nebula,5,4,5,Eatle
Walkatrout,Big Chill,Personite,Vulcan,9,8,7,Sourceite,Krypton,6,8,6,Jetray
Frankenstrike,Snare-oh,Earlyite,Vega,7,4,9,Aite,Vulcan,5,6,7,Overflow
NRG,Armodrillo,Earlyite,Beta Hydri,7,4,10,Discussionite,Krypton,6,8,10,Overflow
Terraspin,Ultimate Way Big,Mostite,Omega Centauri,9,6,6,Threeite,Sirius,10,10,7,Terraspin
Whampire,Eatle,Riskite,Zygara,9,10,6,Sendite,Nebulon,10,10,5,Ultimate Spidermonkey
Frankenstrike,Snare-oh,Actionite,Altair IV,9,10,6,Aite,Hala,5,4,8,Ultimate Wildmutt
Four Arms,Four Arms,Decideite,Epsilon Eridani,7,5,10,Decideite,Epsilon Eridani,9,8,5,Lodestar
Frankenstrike,Wildmutt,Actionite,Rylos,7,7,8,Chanceite,Epsilon Eridani,8,6,7,Snare-oh
Rath,Ultimate Way Big,Bestite,Krypton,5,8,5,Threeite,Orion Nebula,8,4,6,Rath
Four Arms,Wildmutt,Decideite,Vega,7,8,5,Decideite,Epsilon Eridani,5,4,5,Way Big
Walkatrout,Grey Matter,Taxite,Ego the Living Planet,9,8,10,Groundite,Krypton,8,4,6,Grey Matter
Four Arms,Glitch Ben,Decideite,Tierra Nova,8,9,8,Oilite,Vega,8,8,8,Jetpack Alien
Rath,Ultimate Way Big,Bestite,Tierra Nova,8,5,8,Threeite,Hala,8,4,6,Rath
Rath,Eatle,Bestite,Vega,7,8,8,Valueite,Orion Nebula,5,4,5,Snare-oh
Lodestar,Wildmutt,Cellite,Kratos IV,6,6,6,Chanceite,Epsilon Eridani,7,6,10,Lodestar
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,8,6,Lodestar
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Frankenstrike,Snare-oh,Actionite,Altair IV,7,7,5,Aite,Vulcan,5,6,10,Way Big
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,10,6,7,Threeite,Krypton,9,10,9,Terraspin
Terraspin,Ultimate Way Big,Indeedite,Ego the Living Planet,9,8,7,Threeite,Krypton,9,10,6,Lodestar
Gravattack,Wildmutt,Greenite,Kratos IV,5,6,6,Chanceite,Epsilon Eridani,8,6,9,Gravattack
Crashhopper,AmpFibian,Colorite,Vega,7,8,9,Particularite,Zantron,9,8,10,Crashhopper
Gravattack,Wildmutt,Greenite,Xandar,5,7,6,Chanceite,Epsilon Eridani,7,6,10,Way Big
Rath,Eatle,Bestite,Vega,5,8,10,Valueite,Orion Nebula,10,7,7,Rath
Rath,Eatle,Bestite,Vega,7,4,8,Valueite,Orion Nebula,8,4,5,Terraspin
Lodestar,Grey Matter,Cellite,Ego the Living Planet,8,8,6,Groundite,Krypton,7,4,6,Terraspin
Frankenstrike,Snare-oh,Actionite,Vega,7,5,10,Aite,Krypton,5,9,9,Frankenstrike
Jetray,Ultimate Big Chill,Totalite,Tau Ceti,9,8,9,Herite,Krypton,7,4,10,Jetray
Four Arms,The Worst,Decideite,Epsilon Eridani,8,4,5,Candidateite,Vortis,6,8,10,The Worst
Slapback,Ultimate Way Big,Personite,Hala,10,7,8,Threeite,Hala,8,4,6,Gravattack
Slapback,Bloxx,Personite,Tierra Nova,9,5,8,Agentite,Krypton,9,10,10,Gravattack
Lodestar,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Lodestar,Wildmutt,Cellite,Alpha Centauri,5,4,8,Chanceite,Orion Nebula,8,6,10,Gravattack
Rath,Ditto,Bestite,Vega,5,8,8,Workite,Alpha Centauri,8,4,6,Ditto
Brainstorm,Ultimate Gravattack,Somebodyite,Xenon,7,4,7,Actite,Orion Nebula,10,6,7,Terraspin
Ultimate Humungousaur,Big Chill,Togetherite,Vega,10,4,6,Sourceite,Vortis,9,8,9,Way Big
Astrodactyl,Ultimate Way Big,Acrossite,Solaris,6,6,8,Threeite,Rylos,7,4,7,Astrodactyl
Walkatrout,Grey Matter,Taxite,Vulcan,9,10,7,Groundite,Krypton,8,4,6,Cannonbolt
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Earlyite,Rylos,7,6,10,NRG
Lodestar,Ultimate Way Big,Cellite,Solaris,6,6,6,Threeite,Hala,7,4,6,Terraspin
Lodestar,Grey Matter,Cellite,Orion Nebula,6,7,6,Groundite,Krypton,7,4,6,Grey Matter
Four Arms,Lodestar,Decideite,Epsilon Eridani,5,5,10,Cellite,Krypton,6,8,5,Slapback
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Hala,5,8,5,Crashhopper
Rath,Eatle,Bestite,Vega,7,4,8,Valueite,Orion Nebula,8,4,5,Rath
Shock Rock,Eatle,Littleite,Rylos,9,5,6,Valueite,Orion Nebula,10,10,7,Humungousaur
Feedback,Jetray,Norite,Vega,7,4,10,Dealite,Altair IV,9,10,10,Fasttrack
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,10,8,7,Threeite,Hala,9,10,6,Terraspin
Lodestar,Grey Matter,Cellite,Vortis,6,8,6,Groundite,Krypton,7,4,6,Grey Matter
Whampire,Eatle,Riskite,Vega,7,7,9,Valueite,Zantron,5,4,5,Crashhopper
Blitzwolfer,Bloxx,Storeite,Hala,10,7,8,Agentite,Hala,7,10,9,Bloxx
Rath,Eatle,Bestite,Vega,5,8,6,Valueite,Orion Nebula,5,7,5,Rath
Rath,Eatle,Bestite,Vega,5,4,10,Valueite,Orion Nebula,5,7,5,Eatle
Four Arms,Eatle,Decideite,Vega,7,4,5,Valueite,Epsilon Eridani,8,4,5,Way Big
Toepick,Glitch Ben,Whereite,Sirius,8,5,10,Oilite,Tierra Nova,8,8,8,Wildmutt
Ultimate Echo Echo,Ultimate Way Big,Totalite,Solaris,6,6,6,Threeite,Hala,7,4,6,Ultimate Echo Echo
Overflow,Big Chill,Receiveite,Vega,10,4,8,Sourceite,Vortis,9,8,9,Way Big
Alien X,Ultimate Way Big,Lateite,Rylos,5,8,6,Actite,Hala,10,10,7,Humungousaur
Blitzwolfer,Toepick,Storeite,Tierra Nova,9,6,6,Agentite,Hala,8,10,9,Gravattack
Overflow,Ultimate Way Big,Receiveite,Nebulon,9,7,10,Threeite,Vortis,9,5,8,Overflow
Terraspin,Ultimate Way Big,Mostite,Epsilon Eridani,9,6,7,Threeite,Hala,7,6,9,Terraspin
Overflow,Grey Matter,Receiveite,Epsilon Eridani,5,9,7,Sourceite,Krypton,7,5,10,Toepick
Shock Rock,Eatle,Littleite,Rylos,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Rath,Wildmutt,Bestite,Vega,5,4,8,Chanceite,Orion Nebula,8,6,5,Lodestar
Shock Rock,Eatle,Littleite,Rylos,7,5,8,Valueite,Orion Nebula,5,7,5,Eatle
Frankenstrike,Eatle,Actionite,Vega,7,7,8,Valueite,Orion Nebula,5,6,7,Eatle
Atomix,Lodestar,Eastite,Vega,5,4,6,Cellite,Krypton,6,8,10,Overflow
Four Arms,Wildmutt,Decideite,Epsilon Eridani,8,9,5,Chanceite,Epsilon Eridani,8,6,10,Wildmutt
NRG,Eatle,Earlyite,Beta Hydri,9,5,6,Valueite,Orion Nebula,5,7,6,XLR8
Brainstorm,Ultimate Gravattack,Somebodyite,Xenon,7,4,7,Actite,Orion Nebula,10,6,7,Terraspin
Way Big,Four Arms,Formite,Tierra Nova,7,8,10,Decideite,Epsilon Eridani,9,6,5,Way Big
Ultimate Swampfire,Big Chill,Minuteite,Ego the Living Planet,9,10,10,Sourceite,Vortis,9,5,8,Lodestar
Blitzwolfer,Big Chill,Storeite,Nexus Prime,6,7,6,Sourceite,Vortis,9,8,9,Way Big
Lodestar,Grey Matter,Cellite,Orion Nebula,9,8,10,Groundite,Krypton,7,4,6,Lodestar
Lodestar,Wildmutt,Cellite,Krypton,6,4,10,Chanceite,Orion Nebula,8,6,6,Lodestar
Lodestar,Ultimate Way Big,Cellite,Rylos,8,8,10,Threeite,Krypton,10,4,7,Lodestar
Goop,Whampire,Alsoite,Solaris,8,8,6,Riskite,Altair IV,9,10,6,Ghostfreak
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,9,6,5,Threeite,Hala,8,4,6,Terraspin
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,9,8,7,Threeite,Hala,9,10,9,Terraspin
Eatle,Ditto,Valueite,Orion Nebula,5,8,8,Workite,Alpha Centauri,10,4,7,Ultimate Gravattack
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,9,6,8,Threeite,Hala,8,10,9,Terraspin
Ultimate Wildmutt,Jetpack Alien,Respondite,Sirius,10,5,10,Townite,Tau Ceti,8,8,8,Way Big
Rath,Eatle,Bestite,Vega,5,5,6,Valueite,Orion Nebula,5,8,5,Rath
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,9,6,6,Threeite,Krypton,9,10,9,Terraspin
Frankenstrike,Snare-oh,Actionite,Rylos,7,7,8,Aite,Vulcan,5,6,9,Frankenstrike
Way Big,Four Arms,Formite,Vega,7,9,10,Decideite,Epsilon Eridani,8,6,5,Way Big
Walkatrout,Four Arms,Taxite,Vulcan,10,9,5,Decideite,Epsilon Eridani,8,9,8,Jetpack Alien
Frankenstrike,Eatle,Actionite,Vega,7,7,8,Valueite,Orion Nebula,5,6,7,Frankenstrike
Lodestar,Wildmutt,Cellite,Krypton,9,4,8,Chanceite,Orion Nebula,10,6,7,Lodestar
Slapback,Ultimate Way Big,Personite,Hala,10,7,8,Threeite,Hala,10,4,7,Gravattack
Four Arms,Lodestar,Decideite,Epsilon Eridani,8,4,8,Cellite,Krypton,9,8,10,Lodestar
NRG,Ultimate Big Chill,Earlyite,Altair IV,9,10,10,Herite,Krypton,10,10,5,Fasttrack
Shock Rock,Eatle,Earlyite,Beta Hydri,7,4,6,Sendite,Nebulon,9,10,5,Fasttrack
Frankenstrike,Eatle,Actionite,Vega,9,7,8,Valueite,Orion Nebula,5,4,5,Eatle
Toepick,Wildmutt,Whereite,Vega,7,6,9,Chanceite,Epsilon Eridani,8,6,9,Blitzwolfer
